index,sentences,abuse,sentiment,offensiveness
30362,초등학생용 성교육책을 본  학부모들은 다들 훔짓 하더라 이렇게 자세히  알려줘도 되나 싶어서 !!!,NON,NEU,NOT
30363,회사원 표가 더 많은거 언제쯤 알게될까. 뭉치질 못해서 표심은 없지만.,NON,NEU,NOT
30364,솔직히 차은우 그 새끼도 이름빨임 ,ABS,NEG,OFFEN
30365,오늘 애들 병크도 안터뜨리고 은근 잘했는데,NON,POS,NOT
30366,자신들  일이라면  이리 쉽게 말할까  쉽게이런말들을 하는 자들은  불한당  일거다국민의 혈세로  살려논  기업을 되도않는 외국 자본에 탈탈  털리고  휘청거리는데 다행으로내국자본이 인수 한다면  노사협력해서 잘되길빌어야 하는거 아닌가  지들만 살겟다는  노조도 문제겟지만  아무런 관련 없는 제3자들의간섭도 말아야 할것같다 잘되서  상생하길,NON,NEG,NOT
30367,12시출근인데 시발 왜 6시에일어나서 아,ABS,NEG,LIKELY
30368,지금 보는데 언텔 와리가리 터는거 존나 웃기네ㅋㅋㅋㅋㅋ,ABS,POS,NOT
30369,이제 경기도 다 끝났으니 귀국하고 나면 양궁협회에서 정식으로 고소하면 좋겠네요 페미 거르고 페미에 물들지 않은 여자 만날 수 있을 거라고 생각하지 일부 남자들아? 페미니즘을 잘 몰라도 최소한 성차별주의자를 만나려는 여자는 세상에 없어 니들은 모르겠지만 세상은 변하고 있거든,NON,NEU,NOT
30370,"일부 젊은 남성들의 수준 낮은 떼쓰기에 온 사회가 동조하며 부둥부둥 한 결과, 국가적 개망신을 불러오게 되었군요. 지금이라도 정치인, 언론, 기업들 모두 정신 차리고서 별, 말 같지도 않은 일에 휘둘리지 말고 제대로 일했으면 좋겠습니다.",NON,NEG,NOT
30371,29금·39금 영화가 뜬다 그래 영화만 뜬다 영화만,NON,NEU,NOT
30372,내새끼♡왈 : 엄마~ 하늘 봐봐요~ 햇님이 계속계속 크게 떠있는데 비가 언제와요~~??(짜란다 짜란다 내새끼♡)구라청왈 : 비올겁니다. 때가되면 올겁니다.(짜란다 짜란다 재새끼~ 🤬)🐶썅 마이웨이 구라청!!!!,NON,POS,NOT
30373,틀구이들 아직도 승복 못하고 부들부들대노 ㅋㅋ,ABS,NEU,OFFEN
30374,이제 힘내라 악플 신경쓰지말구 이제 행복해지길  애기들을 위해서라두,NON,POS,NOT
30375,수작.,NON,POS,NOT
30376,야짤 올린새끼들 좆될준비해라,ABS,NEG,OFFEN
30377,유교걸 존나역하네,ABS,NEG,OFFEN
30378,이거 품번 머임?,NON,NEU,NOT
30379,배송 빠르고 가격 착하고 좋네요 많이파세요~,NON,POS,NOT
30380,딱풀 자위,ABS,NEG,OFFEN
30381,요즘 코로나가 가뜩이나 심해져서 카페가기 눈치 보였는데 이 홈카페 여름음료 레시피로 조금은 귀찮겠지만 달콤하고 새콤한 음료수로 더운 8월달을 즐겁게 보내고 싶어요!~,NON,POS,NOT
30382,물속에서 다같이 비말과 땀을 공유하면서 마스크만 하면 방역수칙 준수냐?,NON,NEG,LIKELY
30383,당신이 왜 셀럽이지,NON,NEU,NOT
30384,정신나간것들,NON,NEG,LIKELY
30385,그새끼는 어떻게 날 짝사랑 한거지 이해가 안간다,ABS,NEU,OFFEN
30386,개좆병신 에이전시끼느니 내가 직영으로 들어가서 하는게낫지 ㅋㅋㅋ,ABS,NEG,OFFEN
30387,난 희한하게 고추같음 ,NON,NEU,NOT
30388,숨어있는 보물을 찾은 느낌,NON,POS,NOT
30389,크리스찬베일을 최고의배우라고 칭하는 이유를 알게해주는 작품!!! 특히 배트맨비긴즈를 끝낸후의 차기작이란게 믿을수 없다. 배트맨비긴즈보고 이거 보면 진짜 입이 떡 벌어짐,NON,POS,NOT
30390,배송은 좀 느렸지만 제품은 워낙 아이가 좋아해서요 좋습니다,NON,POS,NOT
30391,"30분만 플레이하면 이 게임을 사게 만들 수 있다는 자신감이 드러나는 것 같습니다. 바이오하자드는 7을 처음 접하고 이전 작은 한 적이 없는데, 대단히 재밌네요. 얼른 발매일이 됐으면 좋겠습니다. 기대됩니다.",NON,POS,NOT
30392,요즘 은근히 존재감 없는 새끼,ABS,NEU,OFFEN
30393,원슈타인이 존나 한국형 켄드릭같은데,ABS,NEU,NOT
30394,그냥 감기처럼살자 이제..지겹다,NON,NEG,NOT
30395,"민란 드립치던 인간이 주 120시간 근로를 논하고,없는 사람들은 부정식품 그 아래도 선택할 수 있어야 한다는  말까지 하면 그건 실수도 아니고 저 사람의 근본적인 인식 수준이란 거.",NON,NEG,NOT
30396,요즘 인스타녀 노출 ㄷㄷㅗㅜㅑ,ABS,NEU,NOT
30397,일말의 순정 잘 보고있어요,NON,POS,NOT
30398,말도 안되는 소리 하고있네맞을 백신은 있었구어이가없다,NON,NEG,NOT
30399,딸치고나니까 숨쉬기가 힘들다... 이거 좆된거냐? ,ABS,NEG,OFFEN
30400,인재노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,NON,NEU,NOT
30401,지랄하지마라 ,ABS,NEG,LIKELY
30402,루시드 ㅆㅂ이새끼왜이러냐자꾸좆같게 ,ABS,NEG,OFFEN
30403,아니 김민교 ㅋㅋ,NON,POS,NOT
30404,아이린 팬 분들 자꾸 쉴드 치는데  이 영상 보세요,NON,NEU,NOT
30405,한국양궁이 세계 최강인 이유. 바로 사교육없이 어렸을때부터 양궁협회에 선수로 등록되는순간 모든 장비와 교육지원이 협회로부터 나옵니다. 모두가 비용걱정 없이 똑같은 환경에서 공정한 경쟁으로만 선수선발을 하기때문에 매번 최고성적이 나오는겁니다. 이때 모든 지원은 협회장이 회장으로 있는 현대차그룹에서 나옵니다. 진짜 삼성 현대차 없었음 우리나라는...,NON,POS,NOT
30406,"클라미디아,임질은 좆되게아픈 항생제주사를 맞아야한다. ",ABS,NEG,OFFEN
30407,두 개 구매했어요 강적과 지적 강적도 괜찮아요 색상 예뻐서 역시 피부 하얀 분이면 너무 예쁠 듯요,NON,POS,NOT
30408,나도 서양인들처럼 눈 좀 움푹 들어갔으면 좋겠다 ,NON,NEU,NOT
30409,담요 발음 [담뇨]입니다ㅠㅠ! 그냥 알려드리고 싶었으요...,NON,NEU,NOT
30410,쇼컷은 페미라는 말도 안되는 거짓 정보로 자신들한테 유리하게 물타기하는 꼴페미들이 여기 왜케 많냐...좋냐 젠더 갈등 부추기고 노는게? 화살이 자신들한테 다시 돌아 올지 모르겠지. 갈등 심화시키고 여성이 여성을 보호한다는 개논리는 뭐여 한심하다,NON,NEG,OFFEN
30411, 싼맛에 함 구매해볼까 생각하고 시켰는데 대박 입술에 직접 바르니 더 이뻐요 저는 색상 선택은 적극 매혹 시켰습니다 대박 나세요,NON,POS,NOT
30412,보지털 수북한거보니까 좆더럽네 ㅅㅂ,ABS,NEG,OFFEN
30413,소속사에서 더블유 굴릴려고 데려간거라니까,NON,NEU,NOT
30414,쟤들은 사기업임. 무슨 복지단체 이런게 아님ㅋㅋ상도덕 따지는 사람들 제일 웃김.,NON,NEG,NOT
30415,야갤에도 조선족 짱깨새끼들 분탕 좆나많네,ABS,NEG,OFFEN
30416,별다섯개도 아쉬운 영화 .,NON,POS,NOT
30417,멀쩡한회사 거덜나는거 아냐?,NON,NEG,NOT
30418,우익 독재의 좋은 결과물이지. 그린데 좌익세력은 무능하고 부패 하고   자뻑에 젖어 있으니,NON,NEG,OFFEN
30419,민노총 전 조합원들이 한대씩 사주면 된다..,NON,NEU,NOT
30420,저 앰흑부통령이 본체지?,ABS,NEG,OFFEN
30421,좆 커보이도록 사타구니 누르는 새끼들 존나웃김,ABS,NEU,OFFEN
30422,무조건 씹캐리하는 편집 ㅋㅋㅋㅋ,ABS,NEU,NOT
30423,밥은 왜 먹니.밥값좀 해라 이런 말 아닐까??,NON,NEU,NOT
30424,제일 불쌍한애들이 애무받다 싸는 새끼들 ㅋㅋㅋ,NON,NEU,NOT
30425,박연수씨도 두번째 결혼이었지? 기억이 맞다면 첫번째 부인과 기독교 방송 나와서 송씨 기타치고 부부같이 찬양부르던 모습에 반해서 송종국 팬이었는데… 이혼하고 재혼하고 또 이혼해서 완전 실망함.,NON,NEG,NOT
30426,올해 39000원 주고 한번 사먹고 안먹눈다잉,NON,NEU,NOT
30427,그냥 짧은 휴식을 취하고 좀 편안하게 볼 수 있는 영화일 줄 알았는데 여운이 장난아니다 영화관에서 못 본게 정말 아쉬운 영화,NON,POS,NOT
30428,말과 쇼만 해봤으니 뭘 하겠는가 ㅋㅋ 손대는것마다 망치고 국민은 괴롭고 ㅠㅠ 그릇도 안되는데 조용히 있다가 내려오시고 남은생은 댓가를 치르시고,NON,NEG,NOT
30429,까고있네,NON,NEG,LIKELY
30430,수박바로 대체,NON,NEU,NOT
30431,유통기한이 짧으면 어쩌나..걱정 쬐~금햇는데... 걱정없이 구매하세요...만족합니다,NON,POS,NOT
30432,걍 그 디코방 들어가있는 새끼들은 다 조주빈 똘마니급 인간들임 ,ABS,NEG,OFFEN
30433,차팔이들과 거래하믄안되.. 언능 현대가중고시장진출해야 맘먹던거사는데,NON,NEG,NOT
30434,재앙이는 끝날 때까지 고민하지 않는다 유일하게 고민하는 거라곤 퇴임 후 어떻게 하면 구치소 가지 않을까하는 것 뿐이다,NON,NEG,LIKELY
30435,우리집 애들도 같이 즐기고있어요 좋습니다.,NON,POS,NOT
30436,탄산수도 괜찮을려나,NON,NEU,NOT
30437,왜연속등록인데씨발알바개보지년아,ABS,NEG,OFFEN
30438,약 안먹으니까 보일러빵빵틀엇는데춥고벌벌떨림 ,ABS,NEG,NOT
30439,"언급된 약중에 안정성 검증된약은 피라맥스뿐입니다3일 96.3%, 10일 100% 바이러스 소멸확인임상자수가 적다고 다시 하라는게 나라입니까??부작용있는 백신은 쳐맞으라고 등떠밀면서안정성 확인된약은 치료효과를 보였음에도가격이 저렴하면 치료효과가 없는거냐!! 제발 시간좀 그만끄시길 바랍니다ㅠㅠ",NON,NEU,NOT
30440,나랑 놀아달라고 시발 ,ABS,NEG,LIKELY
30441,두 개다 색감 발림성도 만족이에요. 강추,NON,POS,NOT
30442,안유진리야 이거 2분만에 풀면 칰사줌 ㅇㅇ,NON,NEU,NOT
30443,노아주다 배리나닮았노 ㅋㅋㅋ,NON,NEU,NOT
30444,이번판만 하고 끝내야지 이 말을 몇시간째 하고 있는 게임,NON,POS,NOT
30445,캡슐피는 게이새끼들 머임? ,ABS,NEG,OFFEN
30446,밖에 나가서 세상 구경도 좀 하면서 살아 숏컷한 사람들 많고 해외가면 더 많다,NON,NEU,NOT
30447,모든 장면 하나 하나 아름답다.,NON,POS,NOT
30448,응 안믿어,NON,NEG,NOT
30449, 색상 진짜 이뻐요 잘 지워지지도 않아요 향도 좋고 가볍게 잘 발립니다. 강추,NON,POS,NOT
30450,애미 씨팔,ABS,NEU,OFFEN
30451,민혁 바이,NON,NEU,NOT
30452,태어나보니 아빠가 편돌이 *??? ,NON,NEG,NOT
30453,하늘에서 세상을 밝히라고 보내준 천사. 노래로 치유하는 힐러. 빛나는 보석을 알아보는 사람만이 누릴 수 있는 하늘의 혜택.,NON,POS,NOT
30454,재난지원금으로 돈뿌려대니,NON,NEU,NOT
30455,정신나간 애들 지껄이는건 소귀에 경읽으면 된다 화이팅 자랑스럽습니다 회장님도 더욱더 관심 써주세요,NON,NEG,LIKELY
30456,｀、、ヽ｀ヽ｀、ヽ｀、ヽ｀｀｀、ヽ｀、｀、ヽ｀ヽ｀｀、、、ヽ｀ヽ｀、ヽ｀、｀、ヽ｀、ヽ｀ヽ｀、、ヽ｀、、｀ヽ｀、｀、ヽ｀｀、ヽ｀、ヽ｀ヽ｀、、ヽ｀ヽ｀、ヽ｀、、ヽ｀、、ヽ｀ヽ｀、ヽ｀、ヽ｀、ヽ｀ヽ｀｀、｀、、ヽヽ｀｀、、ヽ｀ヽ｀、、ヽ｀ヽ｀、｀、ヽ｀｀、ヽ｀、ヽ｀｀、、ヽ｀、、🌂☔🚶‍♂️내일 아침부터 비온다고? 뻥치지마 구라청아,NON,NEG,NOT
30457,왜 이제 샀나 싶을 정도로 만족도가 높은 제품입니다. 특히 헤드 부분이 꺾이는 게 너무 좋네요. 다만 아쉬운 부분이 있다면 배송기간이 너무 깁니다.,NON,POS,NOT
30458,와 ㅋㅋㅋㅋ,NON,NEU,NOT
30459,확실히 좆비니 뭐니 해도,ABS,NEU,NOT
30460,물백신 맞으셨네요 쿠쿠~,NON,NEG,NOT
30461,티루트 심해유기닭 이 둘의 조합이 존나 무섭긴하네,ABS,NEG,NOT
30462,돈이 없어서 참는다,NON,NEU,NOT
30463,한번 생긴 주름은 스트레칭 보단 집에서 가볍게 필링/박피로 빼야. [점]만을 뺀다고 생각하지 마 [튀어]나오거나 [패인] 흉터도 다 박피로 빼낸다는 개념으로 접근해야 실현됨. 피부재생력만 유지되는 연령까지는 이게 최선,NON,NEU,NOT
30464,키스랑 보빨중에 뭐가 더 기분 좋음?,ABS,NEG,OFFEN
30465,조방헌 씨 미국 으로 튄 사연 자세히 알고 싶네요    왜  튀었을까,NON,NEG,NOT
30466,시발 탈주자카스 눌러보고싶다 ,ABS,NEG,OFFEN
30467,"언제나 최고의 오락실게임. 많은 분량과 높은 난이도, 근사한 사운드트랙까지, 전체 시리즈를 통틀어서 그 완성도 또한 단연 으뜸이다.",NON,POS,NOT
30468,가을에 어울리는 색상,NON,POS,NOT
30469,못되 쳐먹은년 좆이린,ABS,NEG,OFFEN
30470,박보검 검색하는데 나와서 엿같네요..안나오게 해주세여,ABS,NEG,OFFEN
30471,병신들아 느금마,ABS,NEG,OFFEN
30472,신은경씨 넘 멋져영..대박^^^,NON,POS,NOT
30473,SM그룹 어디를 이야기하는거야?  중국자본의 SM도 있는데...,NON,NEU,NOT
30474,고아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ABS,NEU,NOT
30475,안녕이 뷰지 인증 ,ABS,NEU,OFFEN
30476,작중상 준영이 몇학년이에요?,NON,NEU,NOT
30477,조아요 화이트 색상 넘나 예뻐요!! 거실이 밝아졌네요~~^^ 생각보다 다는것도 쉬운가바요 금방다셨어요,NON,POS,NOT
30478,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,NON,NEU,NOT
30479,목회자들이 이렇게 분별력이 없어서야...정말 안타깝네요  아직 대한민국의 주적은 북한인데 종전선언만 추진한다고 해서 해결되나요? 주한미군 내보내려는 의도만 읽혀지네요. 정신차리세요!! 자유는 결코 공짜가 아닙니다,NON,NEG,NOT
30480,요즘.아가보기가.하늘에별따기네.,NON,NEU,NOT
30481,바이든 연설하다가 치매 들통날까봐 엠흑이 대신 나왔노 ㅋ,ABS,NEG,OFFEN
30482,아좆같은소리하지말고꺼져제발,ABS,NEG,OFFEN
30483,씹으면 으깨지는거 아닌가?,NON,NEU,NOT
30484,와퍼에 마요네즈 존나 들어간다고 ,ABS,NEG,NOT
30485,아 시발 진짜 누구하나 걸리기만해봐라 존나 껴안고 자야지 ,ABS,NEG,LIKELY
30486,아무리 약을 팔아도 이렇게 판다구요..?  말이 되는소릴 해야지 에휴.  아무리 금융테라피 받고 기사 써주시는거라지만 적당히 좀 합시다..,NON,NEG,LIKELY
30487,"안산 응원, 키다리아저씨 ? 뭔 개소리",ABS,NEG,LIKELY
30488,만두존나마시따 ,ABS,POS,NOT
30489,똥부자가 유독 많은  나라  이기적  개념이없는  줌생들,ABS,NEG,OFFEN
30490,와 씨발 뭐 입냐 ,ABS,NEG,OFFEN
30491,발라드충들 겁나 개성없고 ㅈ같음,ABS,NEG,OFFEN
30492,은가야 구라같나 ㅡㅡ ,ABS,NEG,OFFEN
30493,정확하게  말해야지치료방법이 없는데  알고  기사 써라,NON,NEG,LIKELY
30494,이 씨발련 고소함 ,ABS,NEG,OFFEN
30495,노아주다 탈락임 ㅇㅇ,NON,NEU,NOT
30496,피라맥스 주주해끼들 처돌앗네 ㅉ,ABS,NEG,LIKELY
30497, 페리페라 틴트 꽤 많은데 요번에 사은품으로 없는 색상 받게 돼서 더 좋았아요 ㅋㅋㅋ 늘 믿고 쓰는 품질들이에요 ㅎㅎ,NON,POS,NOT
30498,국제 망신 당하고도 정신을 못 차렸네ㅋㅋㅋ 대체 즈그들이 뭔데 페미네 마네 하는 거야 이 작은 것들아!!!!!,NON,NEG,OFFEN
30499,현대의 가족적 문제를 빼어나게 다룬 수작,NON,POS,NOT
30500,아 슷발 어쩐지 허리랑 배 존나 아프더라 ,ABS,NEG,LIKELY
30501,지금부터 내꺼해줄래 베이베,NON,POS,NOT
30502,GOOD~,NON,POS,NOT
30503,아ㅅㅂ좆같네,ABS,NEG,OFFEN
30504,태진아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,NON,NEU,NOT
30505,나도 지금 십년이넘도록 습진과 한포진으로 고생중.. 근데 작년부터 피부에좋다는 영양제.. 체질개선에좋다는 비타민비등등.. 열심히먹어그런지 좀 좋아짐..  컨디션이안좋거나.. 설거지 너무많이한날엔 다시 가렵기시작하지만. .연고바르고 버틸만해졌어요.. 다들 힘니니요..,NON,POS,NOT
30506,택배 빠른것도 좋고 재질도 너무 좋아요 진짜 방수네요! 플라스틱에 물이 조금 있어서 흘렀는데 안 젖고 고여있네요~! 좋아요 좋아!,NON,POS,NOT
30507,(속보) 트럼프 전 대통령 사,NON,NEU,NOT
30508,0.000...1 은 어디갔냐고 하는게 븅신같다고,ABS,NEU,OFFEN
30509,감명깊게 보고 주변에 추천해줬다.,NON,POS,NOT
30510,싸가지,ABS,NEG,OFFEN
30511,재밌어요!!!,NON,POS,NOT
30512,아 폭염때문에 더워서 신경도 쓰이고 과일 물가도 오르고 속상하네요 ㅠㅠ 이게 다 환경오염이랑 관련있을것같은데 지구 문제좀 해결해서 폭염일수도 줄이고 맛있는 수박도 적당한 가격에 구매하고 싶네요,NON,NEU,NOT
30513,"해볼만하며, 정신만 똑바로 차리면 게임을 진행할 수 있다. 단 시점이 고정되어있기 때문에 게임을 플레이하는데에 어려움이 있을 수 있다.",NON,POS,NOT
30514,"💥💥💥펨베충이 들고온 페미니즘 증거란게 손가락 모양 허버허버 이런걸로 기업들에게 사과 받겠다고 테러한 거 아시죠? 그거 비꼰의도로 쓴 짤임💥💥💥그리고 저단어들 진짜 어원이랑 사람들이 다 쓰고있었단게 혐오 단어가 애초에 아니란 증거 🤦심지어 보X깨,김여X,피X개,삼일X 이딴거 쓰던애들이 지금 뭐라고? 남초에 만연한 여혐 단어는 어쩌고😂  지금 웅앵웅,오조억 가지고 사과하라면 덕질하던애들은 다 페미😭 그리고 애초에 남자를 헤쳐? 웅앵웅이나 오조억이? 보X깨보다 혐오단어 일까 과연?? 애초에 페미니즘은 불법이 아닙니다.",ABS,NEU,NOT
30515,"살빠지는 간단한방법도 있어요, 문재인부동산폭등시킨거 생각하년 열받아 밥맛떨어지고 스트레스엄청받아 저절로 살 빠져요",NON,NEG,LIKELY
30516,니시무라 호노카가 뭐가예뻐 씨발ㅋㅋㅋㅋ,ABS,NEU,NOT
30517,스윙스 최소한 안 유명한 벌스를 좀들고오라고 진짜,NON,NEU,NOT
30518,매꿍이 이새끼 술처먹구 꼴아서 자나 ,ABS,NEG,OFFEN
30519,진심으로...추억의 드라마~,NON,POS,NOT
30520,근데 아이린이 ㅌㅏ연예인들보다 정색짤이 더 많은듯,NON,NEU,NOT
30521,아 ㅠ ㅠ 나 좀 제발 내버려도 ,NON,NEU,NOT
30522,이재명이 대통령되어 악덕 아웃소싱 찌저주기고 불태워버려야한다.,NON,NEG,OFFEN
30523,ㅋㅋㅋ 아니 ㅋㅋ 적과 ㅋㅋㅋ 통신선회복하고 사이좋아지는게 좋은거야? ㅋㅋㅋ 나참 ㅋㅋㅋ,NON,NEG,NOT
30524,격투게임인데 총 쓰는 놈 많아서 너무 짜증났다 개같은거.. 근데 재밌음 우히오히!,NON,POS,NOT
30525,아시발 치킨먹고싶네 ,ABS,NEU,LIKELY
30526,성인지 예산 66조면 저거 10000번 내고도 남는대 째째하게 구네.,NON,NEG,LIKELY
30527,ㅅㅂ 나만 아아아아아아아 신박한래핑이라 생각했냐,ABS,POS,NOT
30528,개미는 뚠뚠 존나웃기네 ㅋ시발 딘딘 미친새끼다 진짜 ㅋㅋ,ABS,POS,LIKELY
30529,살뺀다고좀내가앙아서한다고좆같다진짜,ABS,NEG,NOT
30530,좆카이민혁 성격은 개씹호감 이더만 ㅋㅋㅋㅋ,ABS,POS,NOT
30531,ㅈㄴ 다름 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ABS,NEU,NOT
30532,톡 보낸지 이틀됐는데 1 안 사라지는거 머냐 버그냐 ,ABS,NEG,NOT
30533,땡큐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,NON,POS,NOT
30534,색감 굿. 발림 굿 너무 좋았음. 배송도 빨랐음,NON,POS,NOT
30535,아 말많네 시부랄  깜둥이년이,ABS,NEU,OFFEN
30536,스카이민혁 붙일거면 지호지방시도 붙여야지 ㅅㅂ ㅋㅋ,ABS,NEU,OFFEN
30537,ㅡ그냥좆같다 오늘따라,ABS,NEG,NOT
30538,무슨 조선시대도 아니고 윤지지율 올라가는소리 들리는구나 고맙다,NON,NEU,NOT
30539,라도 밀어주는거 보소,ABS,NEG,LIKELY
30540,더빙이더재밌어요!,NON,POS,NOT
30541,시발 콧물하고 재채기 존나 나온다,ABS,NEG,OFFEN
30542,시발 그냥 그랜절 박고 끝내면대지,ABS,NEG,LIKELY
30543,현대가 사봐라. 어떻게 될지 궁금하다,NON,POS,NOT
30544,뱀눈색끼가 어제 막무가내로 문월집 쳐들어간 이유가 다 있지ㅋㅋ,ABS,NEU,OFFEN
30545,와 릴보이 진짜 ㅈㄴ 잘하네,ABS,POS,NOT
30546,재밌는데 나만 두들겨 맞으면 가끔 빡췸,NON,POS,NOT
30547,원슈 제발 엄청 떠버려서,NON,NEU,NOT
30548,아샌 고향 ,NON,NEU,NOT
30549,아 씨빨 치킨 왜 안오ㅓ냐고,ABS,NEG,LIKELY
30550,종교탄압은 헌법위반이다,NON,NEU,NOT
30551,"카페인을 계속 먹으면 오히려 두통을 유발하는 요인으로 작용한다는 것. 주중에 늘 같은 시간대에 커피를 먹다가 주말에 커피를 먹지 않을 때 두통이 생기는 경우가 많은데, 이게 바로 카페인으로 유발되는 두통이다. 이 내용은 알지 못했었는데 기사를 통해 알게되었네요. 좋은 정보 감사합니다.",NON,POS,NOT
30552,교익~ 고마하세요. 욕 더 마이 물래요? 당신이 펴는 논리들 너무너무 편협하고 자가당착 인걸 본인만 모르고 있는것 같아요.,NON,NEG,NOT
30553,아니이런디시같은사이트에서 댓글좀연달아달앗다고,NON,NEU,NOT
30554,황비홍은 이소룡영화와 더불어 액션계의 대 돌풍이자 전설이다.,NON,POS,NOT
30555,저기나오는 브금알려주세요,NON,NEU,NOT
30556,아나운서였다는데...맛없어 보인다...,NON,NEG,NOT
30557,애기 빙그르2 언제 코코낸내할거에요응애~?!,NON,NEU,NOT
30558,저게 흥행이냐 ㅋㅋㅋㅋ 딱봐도 저번처럼 세금 퍼주면 그거 따먹고 아님 기술이라도 가져가려는거지. 저새리들이 자기돈으로 살거 같냐? ㅋㅋ 국가지원 받아서 대리대출이라도 받아서 자기돈 안 쓰고 사려는거지. 악성노조? 당연히 알지. 악성노조가 자기편이면 그만큼 든든한 지원군도 없지. 일단 국민 혈세로 대출받아 회사사서 흥청망청 돈쓰고 돈 부족해지면 악성노조 앞세워 정부 흔들어 국민혈세 또 뜯어내려는거임. 그렇게 몇 년만 굴리면 혈세로 노조는 노조대로 무노동 고임금 받아서 좋고 임원들은 또 성과금 몇 백억씩 받아서 좋고.,NON,NEG,LIKELY
30559,밝은 색상 느낌이네 오,NON,POS,NOT
30560,게릴라성으로 퍼붓는데 비가안온다는건뭐여,NON,NEU,NOT
30561,쟤눈에는 일반시민들이 대체 뭘로 보일까 불가촉천민?,NON,NEG,LIKELY
30562,노아주다랑 조순영 1인분은 했음,NON,NEU,NOT
30563,뮬개같은 존잘남과 카톡하거 싶나연?,ABS,NEG,NOT
30564,일단 이겜 할인을 안합니다 왜냐? ㅈㄴ 잘팔리니깐 그러니까 기다리지마세요 vr게임 입문 자체가 매우 빡센편인데 이게임 평가 보고있는 당신은 이미 준비되있는거아닌가요? 뭐해요?? 안사고,NON,POS,NOT
30565,다이해하는대 현대는 시장작으니 외국자동차회사 본사가못들어오는 이점을 노려서 고물살인차 팔고 죽으면 니잘못 ㅇㄹㅈ하잖아 우리나라 외제차 판매 손가락안에든다고?? 그래 맞어 본사도없는대 이정도인곳에 뭐하러 본사를두냐?? 없어도 잘만쳐사는대 돈들게 현대가 개기레쓰인건 그래서 기레쓰인거야 자국인대적어도 최소한 예의는차려야지 체면치레고사하고 배째드러눕는레 제정신이냐?? 그니까돈있으면 미쳤냐 흉기차타냐욕하지 글로벌점유율도바닥인대 동정하거싶진않다,NON,NEG,OFFEN
30566,응 안사요,NON,NEU,NOT
30567,중국놈들 도대체 뭘 만든거냐!!!!세계가 고통받고 있다 니들때문에 ~~,NON,NEG,OFFEN
30568,삼성 화이팅... 플립3 이쁘네요..,NON,POS,NOT
30569,안 산 선수를 응원합니다! 지금처럼 앞으로도 좋은 일만 가득하시길 바랄게요! 안 산 선수 화이팅 혼성 금메달 여자 단체전 금메달 여자 개인전 금메달 ★금메달 3관왕★ 양궁천재 안 산 선수♥♥♥ 정말 멋져요!! 대한민국 국민의 한 사람으로서 안산선수를 진심으로 응원합니다 파이팅~~~~~~,NON,POS,NOT
30570, 저렴한 가격에 저한테 딱 맞는 색상 사서 좋아요 지적은 매번 사는데 주변에서 다 예쁘다고 칭찬하여 네오 많이 파세요,NON,POS,NOT
30571,운동하면 기분이 조아짐 전 그게 보약이라고 생각해요,NON,NEU,NOT
30572, 저렴한 가격 품질 색상 다 좋은 품질입니다 발림성은 맥보다 훨씬 좋아 요나스 나 슈에무라 같은 느낌입니다,NON,POS,NOT
30573,실시간)여초갤 유방카에게 일침..,ABS,NEG,NOT
30574,킬라그램 사이퍼 어땠음?,NON,NEU,NOT
30575,못생겼는데?,NON,NEG,NOT
30576,블랙넛은 아직도 앨범 안냈어?,NON,NEU,NOT
30577,안오기만해봐라,NON,NEG,OFFEN
30578,뇌물농장 종영 야프라이즈나 보자 ㄱㄱ,NON,NEU,NOT
30579,노아주다 떨구고 스카이민혁 붙이는게 말이되냐,ABS,NEG,LIKELY
30580,든든한 후원자만큼 큰 버팀목이 있을까요 ? 좋은일하시네요 👍🏻 금메달 축하합니다,NON,POS,NOT
30581,재섭다!!!,ABS,NEG,OFFEN
30582,그냥 심심해서 천천히 하고있다가 1시간만에 다 깨버리고 금방 시간이 지나갈정도로 정말 재밌었습니다.,NON,POS,NOT
